MAG	basin	sample_type	compl	contam	numb_scaffolds	genome_size	GC	sPROD	METHANO	rhodanase	phsA	dsrB	MAG_FULL_tax
DJB-6_PF_day513_bin.30	DJ Basin	produced fluid	98.86	0	19	1550940	41.3	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__
DJB-6_PF_day513_bin.32	DJ Basin	produced fluid	81.55	1.01	159	1781762	44.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Mahellales;f__Mahellaceae;g__Mahella;s__Mahella sp020054945
DJB-6_PF_day773_bin.16	DJ Basin	produced fluid	99.52	0	51	1643594	32.7	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus thermolithotrophicus
Idiomarina_MAR-1_PF_day82	Appalachian Basin	produced fluid	100	0	38	2723656	47.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Idiomarina;s__Idiomarina baltica
ILN-1_PF_dayUnk_idba_bin.10	Illinois Basin	produced fluid	98.9	3.3	53	3386781	40	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__JAFGTP01;g__JAFGTP01;s__
ILN-1_PF_dayUnk_idba_bin.4	Illinois Basin	produced fluid	72.4	1.96	118	1228543	37.8	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanomicrobium;s__
ILN-1_PF_dayUnk_mh_bin.14	Illinois Basin	produced fluid	94.74	8.37	141	2398952	40.1	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanomicrobium;s__
ILN-1_PF_dayUnk_mh_bin.20	Illinois Basin	produced fluid	97.14	0	63	1586538	33.1	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis
ILN-1_PF_dayUnk_mh_bin.3	Illinois Basin	produced fluid	60.09	1.85	102	846604	33.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__34-128;s__
ILN-1_PF_dayUnk_mh_bin.5	Illinois Basin	produced fluid	95.42	0	77	1612156	51.8	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocalculus;s__
ILN-1_PF_dayUnk_mh_bin.8	Illinois Basin	produced fluid	91.21	0	102	1663405	30	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Marinisomatota;c__AB16;o__AB16;f__46-47;g__TCS52;s__
ILN-2_PF_dayUnk_idba_bin.12	Illinois Basin	produced fluid	93.33	0	112	1382170	33.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__UBA3566;s__
ILN-2_PF_dayUnk_idba_bin.15	Illinois Basin	produced fluid	78.2	0.34	117	1531925	55.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__;s__
ILN-2_PF_dayUnk_idba_bin.32	Illinois Basin	produced fluid	71.78	0.99	17	832155	27.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA12465;g__JAIPJO01;s__
ILN-2_PF_dayUnk_idba_bin.36	Illinois Basin	produced fluid	79.68	1.31	121	1483167	50.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__JACGMN01;s__
ILN-2_PF_dayUnk_idba_bin.43	Illinois Basin	produced fluid	78.65	0	9	790445	28.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__ABY1;o__DYGC01;f__DYGC01;g__;s__
ILN-2_PF_dayUnk_mh_bin.1	Illinois Basin	produced fluid	50.73	0.5	36	344492	35.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__MHMH01;g__;s__
ILN-2_PF_dayUnk_mh_bin.13	Illinois Basin	produced fluid	88.74	0.54	172	2454190	34.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1715;g__WQTX01;s__
ILN-2_PF_dayUnk_mh_bin.23	Illinois Basin	produced fluid	97.33	0	96	2257039	29.1	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__Zrk29;s__
ILN-2_PF_dayUnk_mh_bin.25	Illinois Basin	produced fluid	87.44	0	96	1471456	42.9	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus euhalobius
ILN-2_PF_dayUnk_mh_bin.34	Illinois Basin	produced fluid	69.94	2.22	309	3459359	39.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__
ILN-2_PF_dayUnk_mh_bin.41	Illinois Basin	produced fluid	59.54	1.98	38	434886	31.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__;g__;s__
ILN-2_PF_dayUnk_mh_bin.51	Illinois Basin	produced fluid	80.46	0	16	523806	29.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__GWB1-50-10;g__;s__
ILN-2_PF_dayUnk_mh_bin.52	Illinois Basin	produced fluid	72.73	3.45	198	3147406	39.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__
ILN-2_PF_dayUnk_mh_bin.6	Illinois Basin	produced fluid	96.61	0.85	87	2380693	39.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__MWEM01;f__MWEM01;g__;s__
ILN-2_PF_dayUnk_mh_bin.8	Illinois Basin	produced fluid	92.73	5.45	47	3319055	49.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__
ILN-2_PF_dayUnk_mh_ir_bin.33	Illinois Basin	produced fluid	64.41	0.54	198	1894654	42.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__;s__
ILN-2_PF_dayUnk_mh_ir_bin.35	Illinois Basin	produced fluid	74	0.38	162	2071367	30.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__;g__;s__
ILN-3_PF_dayUnk_idba_bin.21	Illinois Basin	produced fluid	63.71	9.48	422	4173911	39.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__
ILN-3_PF_dayUnk_idba_bin.32	Illinois Basin	produced fluid	79.44	0.93	21	843075	34.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SKGA01;g__SKGA01;s__
ILN-3_PF_dayUnk_idba_bin.42	Illinois Basin	produced fluid	62.38	0.93	51	613441	30.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__
ILN-3_PF_dayUnk_idba_bin.5	Illinois Basin	produced fluid	68.65	0	81	760262	37.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Thermoplasmatota;c__Themoplasmata_A;o__;f__;g__;s__
ILN-3_PF_dayUnk_idba_bin.56	Illinois Basin	produced fluid	84.62	0	215	2313894	57.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__;s__
ILN-3_PF_dayUnk_idba_bin.59	Illinois Basin	produced fluid	93.41	1.1	163	2875258	57.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__;s__
ILN-3_PF_dayUnk_idba_bin.62	Illinois Basin	produced fluid	65.32	0	101	906597	40.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__WOR-3;c__UBA3073;o__UBA3073;f__UBA3073;g__UBA3073;s__UBA3073 sp002774315
ILN-3_PF_dayUnk_mh_bin.2	Illinois Basin	produced fluid	95.61	2.78	160	2917971	36.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halanaerobiales;f__DTU029;g__;s__
ILN-3_PF_dayUnk_mh_bin.26	Illinois Basin	produced fluid	62.15	2.8	99	1126232	24.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__
ILN-3_PF_dayUnk_mh_bin.27	Illinois Basin	produced fluid	60.98	0.93	42	778725	31.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__
ILN-3_PF_dayUnk_mh_bin.29	Illinois Basin	produced fluid	58.91	0.99	40	574047	40.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__;g__;s__
ILN-3_PF_dayUnk_mh_bin.3	Illinois Basin	produced fluid	58.13	0.98	101	1085670	44.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__ANME-1-THS;s__
ILN-3_PF_dayUnk_mh_bin.34	Illinois Basin	produced fluid	56.17	0	30	369721	33.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__;g__;s__
ILN-3_PF_dayUnk_mh_bin.39	Illinois Basin	produced fluid	64.45	0	113	1094965	58.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__VGOG01;f__VGOG01;g__;s__
ILN-3_PF_dayUnk_mh_bin.43	Illinois Basin	produced fluid	72	2.8	42	939360	55.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__;g__;s__
ILN-3_PF_dayUnk_mh_bin.52	Illinois Basin	produced fluid	72.84	0.2	45	710007	30	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA12465;g__UBA12465;s__
ILN-3_PF_dayUnk_mh_bin.53	Illinois Basin	produced fluid	55.25	2.09	52	533395	35.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__;g__;s__
ILN-3_PF_dayUnk_mh_bin.62	Illinois Basin	produced fluid	78.5	1.87	30	871862	26.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SKIA01;g__;s__
ILN-3_PF_dayUnk_mh_bin.70	Illinois Basin	produced fluid	77.01	1.88	196	3086454	48.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Tangfeifania;s__
ILN-3_PF_dayUnk_mh_bin.71	Illinois Basin	produced fluid	94.55	2.27	68	5481730	61.4	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__SLSP01;g__;s__
ILN-3_PF_dayUnk_mh_bin.76	Illinois Basin	produced fluid	59.81	0.37	221	1822790	34.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__JAAYHZ01;f__JAAYHZ01;g__;s__
ILN-3_PF_dayUnk_mh_ir_bin.5	Illinois Basin	produced fluid	58.83	3.45	58	531363	35.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__MHMH01;g__;s__
ILN-3_PF_dayUnk_mh_ir_bin.8	Illinois Basin	produced fluid	58.41	0	70	577276	51.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__;s__
ILN-4_PF_dayUnk_idba_bin.23	Illinois Basin	produced fluid	59.93	1.12	35	457953	34.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__GWB1-50-10;g__;s__
ILN-4_PF_dayUnk_idba_bin.33	Illinois Basin	produced fluid	62.23	8.41	146	1614566	29.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JAFGUC01;g__;s__
ILN-4_PF_dayUnk_idba_bin.53	Illinois Basin	produced fluid	67.4	0	204	2104055	56.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__;f__;g__;s__
ILN-4_PF_dayUnk_idba_bin.56	Illinois Basin	produced fluid	93.15	0.27	92	2013950	50.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum sp011620695
ILN-4_PF_dayUnk_idba_bin.57	Illinois Basin	produced fluid	59.35	1.87	85	1002061	23	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__;s__
ILN-4_PF_dayUnk_mh_bin.10	Illinois Basin	produced fluid	63.47	0.8	75	853756	55.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__;s__
ILN-4_PF_dayUnk_mh_bin.12	Illinois Basin	produced fluid	68.31	0.65	89	886400	44.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__ANME-1-THS;s__
ILN-4_PF_dayUnk_mh_bin.14	Illinois Basin	produced fluid	70.96	0.57	88	1760793	46	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__DG-23;o__;f__;g__;s__
ILN-4_PF_dayUnk_mh_bin.16	Illinois Basin	produced fluid	79.32	7.81	227	3481480	39.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__
ILN-4_PF_dayUnk_mh_bin.19	Illinois Basin	produced fluid	55.73	0	60	555516	44.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__JAGGTB01;g__;s__
ILN-4_PF_dayUnk_mh_bin.2	Illinois Basin	produced fluid	99.93	1.14	109	2361077	47.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__Sphaerochaeta halotolerans
ILN-4_PF_dayUnk_mh_bin.20	Illinois Basin	produced fluid	82.1	0.38	190	2472988	41.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_I;s__Bacteroides_I graminisolvens
ILN-4_PF_dayUnk_mh_bin.29	Illinois Basin	produced fluid	95.8	3.15	110	3171492	29	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__;f__;g__;s__
ILN-4_PF_dayUnk_mh_bin.38	Illinois Basin	produced fluid	97.75	2.25	193	4880914	43.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__OLB16;c__OLB16;o__SURF-12;f__SURF-12;g__;s__
ILN-4_PF_dayUnk_mh_bin.40	Illinois Basin	produced fluid	57.77	9.89	303	2371920	58.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__;s__
ILN-4_PF_dayUnk_mh_bin.41	Illinois Basin	produced fluid	91.38	0	37	2104733	27.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Mcinerneyibacteriota;c__Mcinerneyibacteria;o__Mcinerneyibacteriales;f__Mcinerneyibacteriaceae;g__Mcinerneyibacterium;s__
ILN-4_PF_dayUnk_mh_bin.43	Illinois Basin	produced fluid	61.6	0	35	759810	30.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__
ILN-4_PF_dayUnk_mh_bin.45	Illinois Basin	produced fluid	97.8	0	44	2635267	45.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Marinisomatota;c__AB16;o__AB16;f__46-47;g__46-47;s__
ILN-4_PF_dayUnk_mh_bin.52	Illinois Basin	produced fluid	93.26	0	10	2010109	50.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Mcinerneyibacteriota;c__Mcinerneyibacteria;o__Mcinerneyibacteriales;f__DSCS01;g__DSCS01;s__DSCS01 sp016937175
ILN-4_PF_dayUnk_mh_bin.53	Illinois Basin	produced fluid	60.96	0.8	72	769895	45.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__JAGGTB01;g__;s__
ILN-4_PF_dayUnk_mh_bin.55	Illinois Basin	produced fluid	70.98	0	1	483793	34.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA1441;g__;s__
ILN-4_PF_dayUnk_mh_bin.64	Illinois Basin	produced fluid	51.14	0	47	545448	40.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__;g__;s__
ILN-4_PF_dayUnk_mh_ir_bin.1	Illinois Basin	produced fluid	61.32	4.84	343	3661617	50.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SM23-30;g__JAFGKT01;s__
ILN-4_PF_dayUnk_mh_ir_bin.14	Illinois Basin	produced fluid	52.57	0	203	1607116	57.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__;s__
ILN-5_PF_dayUnk_mh_bin.1	Illinois Basin	produced fluid	60.86	0	49	467412	40.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__;g__;s__
ILN-5_PF_dayUnk_mh_bin.18	Illinois Basin	produced fluid	67.87	0	62	747745	49.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__;g__;s__
ILN-5_PF_dayUnk_mh_bin.20	Illinois Basin	produced fluid	65.33	0	83	822407	44.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__ANME-1-THS;s__
ILN-5_PF_dayUnk_mh_bin.21	Illinois Basin	produced fluid	81.6	2	41	960749	55.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__;g__;s__
ILN-5_PF_dayUnk_mh_bin.4	Illinois Basin	produced fluid	81.8	2.2	127	1943776	39.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__WOR-3;c__UBA3073;o__JACQXS01;f__JACQXS01;g__;s__
ILN-6_PF_dayUnk_idba_bin.11	Illinois Basin	produced fluid	72	3.2	61	770823	55.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__;s__
ILN-6_PF_dayUnk_idba_bin.7	Illinois Basin	produced fluid	90.19	1.42	123	2114640	32.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Acidaminobacteraceae;g__;s__
ILN-6_PF_dayUnk_mh_bin.1	Illinois Basin	produced fluid	54.43	0	85	694499	40.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__;s__
ILN-6_PF_dayUnk_mh_bin.12	Illinois Basin	produced fluid	63.61	2.2	165	1647044	39.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__WOR-3;c__UBA3073;o__JACQXS01;f__JACQXS01;g__;s__
ILN-6_PF_dayUnk_mh_bin.14	Illinois Basin	produced fluid	62.75	0	39	451514	35.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__JAGGSE01;g__;s__
ILN-6_PF_dayUnk_mh_bin.15	Illinois Basin	produced fluid	58.13	1.49	60	554978	45	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__JAGGTB01;g__;s__
ILN-6_PF_dayUnk_mh_bin.17	Illinois Basin	produced fluid	66.53	0.65	84	870157	44.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__ANME-1-THS;s__
ILN-6_PF_dayUnk_mh_bin.4	Illinois Basin	produced fluid	74.4	2.4	41	748055	57.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__JAGGTB01;g__;s__
ILN-6_PF_dayUnk_mh_ir_bin.2	Illinois Basin	produced fluid	63.06	9.48	41	449295	33.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__JAHXGN01;g__;s__
MAR-1_IN_FF_bin.10	Appalachian Basin	input	60.14	0	62	651604	24	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA6164;g__GN02-872;s__
MAR-1_IN_FF_bin.17	Appalachian Basin	input	94.65	0.34	106	3684560	40.3	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas tetraodonis
MAR-2_PF_day205_bin.1	Appalachian Basin	produced fluid	64.83	6.9	216	2142316	35.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium;s__
MAR-2_PF_day34_bin.17	Appalachian Basin	produced fluid	91.94	1.26	63	2233025	46.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__Caldicoprobacter;s__Caldicoprobacter algeriensis
MAR-2_PF_day36_bin.2	Appalachian Basin	produced fluid	59.13	0.48	133	1461600	34.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__Thermoanaerobacter thermocopriae
MAR-3_PF_day103_bin.16	Appalachian Basin	produced fluid	96.64	1.59	171	3575223	36.3	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Vallitaleaceae;g__UBA1351;s__UBA1351 sp002342805
MAR-3_PF_day103_bin.4	Appalachian Basin	produced fluid	85.82	1.09	246	3581753	41.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Marinilabilia;s__
MAR-3_PF_day118_bin.5	Appalachian Basin	produced fluid	100	1.09	42	4680188	42.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Marinilabilia;s__Marinilabilia salmonicolor_A
MAR-3_PF_day152_bin.8	Appalachian Basin	produced fluid	54.9	0	31	1092612	51.4	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocalculus;s__
MAR-3_PF_day313_bin.5	Appalachian Basin	produced fluid	98.76	0	36	3996969	62.4	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Verruco-01;g__WOUP01;s__WOUP01 sp009772895
MAR-3_PF_day46_bin.1	Appalachian Basin	produced fluid	62.62	0.96	142	1387547	33.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__Thermoanaerobacter thermocopriae
MAR-3_PF_day46_bin.8	Appalachian Basin	produced fluid	98.9	0.34	63	3982454	40.2	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas tetraodonis
